,Pheno.MimNumber,value,Tissue,Disease,Gene Symbols,Gene.MimNumber,Cyto Location,Gtex_Tissue
2101,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFAF3,612911,3p21.31,Muscle
2102,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,"NDUFAF4, HRPAP20, C6orf66",611776,6q16.1,Muscle
2103,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFB3,603839,2q33.1,Muscle
2104,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFS1,157655,2q33.3,Muscle
2105,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFS2,602985,1q23.3,Muscle
2106,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFS3,603846,11p11.2,Muscle
2107,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,"NDUFS4, AQDQ",602694,5q11.2,Muscle
2108,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFS6,603848,5p15.33,Muscle
2109,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,"NDUFV1, UQOR1",161015,11q13.2,Muscle
2110,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFV2,600532,18p11.22,Muscle
2111,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,"NUBPL, IND1",613621,14q12,Muscle
2112,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,"TIMMDC1, C3orf1",615534,3q13.33,Muscle
2113,252010,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX I DEFICIENCY,TMEM126B,615533,11q14.1,Muscle
2114,252011,9.08,skin,MITOCHONDRIAL COMPLEX II DEFICIENCY,SDHAF1,612848,19q13.12,Skin
2115,252011,9.08,skin,MITOCHONDRIAL COMPLEX II DEFICIENCY,"SDHD, PGL1",602690,11q23.1,Skin
2116,252011,9.08,skin,MITOCHONDRIAL COMPLEX II DEFICIENCY,"SDHA, SDH1, SDHF, CMD1GG, PGL5",600857,5p15.33,Skin
2117,252011,9.79,Liver,MITOCHONDRIAL COMPLEX II DEFICIENCY,SDHAF1,612848,19q13.12,Liver
2118,252011,9.79,Liver,MITOCHONDRIAL COMPLEX II DEFICIENCY,"SDHD, PGL1",602690,11q23.1,Liver
2119,252011,9.79,Liver,MITOCHONDRIAL COMPLEX II DEFICIENCY,"SDHA, SDH1, SDHF, CMD1GG, PGL5",600857,5p15.33,Liver
2120,252011,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX II DEFICIENCY,SDHAF1,612848,19q13.12,Muscle
2121,252011,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX II DEFICIENCY,"SDHD, PGL1",602690,11q23.1,Muscle
2122,252011,35.67,Skeletal Muscle,MITOCHONDRIAL COMPLEX II DEFICIENCY,"SDHA, SDH1, SDHF, CMD1GG, PGL5",600857,5p15.33,Muscle
2123,252650,27.24,skin,MUCOLIPIDOSIS IV; ML4,"MCOLN1, ML4",605248,19p13.2,Skin
2124,252650,9.93,Liver,MUCOLIPIDOSIS IV; ML4,"MCOLN1, ML4",605248,19p13.2,Liver
2125,252940,13.38,skin,"MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D","GNS, G6S",607664,12q14.3,Skin
2126,252940,16.31,bone marrow,"MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D","GNS, G6S",607664,12q14.3,Bone Marrow
2127,252940,10.96,Liver,"MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D","GNS, G6S",607664,12q14.3,Liver
2128,253010,15.85,skin,"MUCOPOLYSACCHARIDOSIS, TYPE IVB; MPS4B","GLB1, MPS4B",611458,3p22.3,Skin
2129,253010,9.09,spinal cord,"MUCOPOLYSACCHARIDOSIS, TYPE IVB; MPS4B","GLB1, MPS4B",611458,3p22.3,Brain
2130,253010,10.61,Liver,"MUCOPOLYSACCHARIDOSIS, TYPE IVB; MPS4B","GLB1, MPS4B",611458,3p22.3,Liver
2131,253250,16.28,Trigeminal Ganglion,MULIBREY NANISM,"TRIM37, MUL, KIAA0898",605073,17q22,Nerve
2132,253250,9.55,leukemia promyelocytic,MULIBREY NANISM,"TRIM37, MUL, KIAA0898",605073,17q22,
2133,253250,11.22,Whole Brain,MULIBREY NANISM,"TRIM37, MUL, KIAA0898",605073,17q22,Brain
2134,253250,16.41,Liver,MULIBREY NANISM,"TRIM37, MUL, KIAA0898",605073,17q22,Liver
2135,253250,11.03,Heart,MULIBREY NANISM,"TRIM37, MUL, KIAA0898",605073,17q22,Heart
2136,253260,8.73,WHOLE BLOOD,BIOTINIDASE DEFICIENCY,BTD,609019,3p25.1,Blood
2137,253260,11.62,Liver,BIOTINIDASE DEFICIENCY,BTD,609019,3p25.1,Liver
2138,253260,49.87,skin,BIOTINIDASE DEFICIENCY,BTD,609019,3p25.1,Skin
2139,253260,29.78,Whole Brain,BIOTINIDASE DEFICIENCY,BTD,609019,3p25.1,Brain
2140,253270,59.86,skin,HOLOCARBOXYLASE SYNTHETASE DEFICIENCY,"HLCS, HCS",609018,21q22.13,Skin
2141,253270,10.78,PLACENTA,HOLOCARBOXYLASE SYNTHETASE DEFICIENCY,"HLCS, HCS",609018,21q22.13,
2142,253270,16.27,Liver,HOLOCARBOXYLASE SYNTHETASE DEFICIENCY,"HLCS, HCS",609018,21q22.13,Liver
2143,253280,12.91,cerebellum,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3","POMGNT1, MEB, MDDGA3, MDDGB3, MDDGC3, RP76",606822,1p34.1,Brain
2144,253280,31.32,Skeletal Muscle,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3","POMGNT1, MEB, MDDGA3, MDDGB3, MDDGC3, RP76",606822,1p34.1,Muscle
2145,253280,21.62,Pons,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3","POMGNT1, MEB, MDDGA3, MDDGB3, MDDGC3, RP76",606822,1p34.1,Brain
2146,253280,10.08,Occipital Lobe,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3; MDDGA3","POMGNT1, MEB, MDDGA3, MDDGB3, MDDGC3, RP76",606822,1p34.1,Brain
2147,253300,16.18,Skeletal Muscle,"SPINAL MUSCULAR ATROPHY, TYPE I; SMA1","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,Muscle
2148,253300,40.73,spinal cord,"SPINAL MUSCULAR ATROPHY, TYPE I; SMA1","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,Brain
2149,253400,16.95,Skeletal Muscle,"SPINAL MUSCULAR ATROPHY, TYPE III; SMA3","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,Muscle
2150,253400,16.95,Skeletal Muscle,"SPINAL MUSCULAR ATROPHY, TYPE III; SMA3",SMN2,601627,5q13.2,Muscle
2151,253400,40.86,spinal cord,"SPINAL MUSCULAR ATROPHY, TYPE III; SMA3","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,Brain
2152,253400,40.86,spinal cord,"SPINAL MUSCULAR ATROPHY, TYPE III; SMA3",SMN2,601627,5q13.2,Brain
2153,253550,16.93,Skeletal Muscle,"SPINAL MUSCULAR ATROPHY, TYPE II; SMA2","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,Muscle
2154,253550,40.98,spinal cord,"SPINAL MUSCULAR ATROPHY, TYPE II; SMA2","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q13.2,Brain
2155,253600,71.58,Skeletal Muscle,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2A; LGMD2A","CAPN3, CANP3",114240,15q15.1,Muscle
2156,253601,71.52,Skeletal Muscle,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B; LGMD2B","DYSF, LGMD2B, MMD1",603009,2p13.2,Muscle
2157,253700,71.41,Skeletal Muscle,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2C; LGMD2C","SGCG, LGMD2C, DMDA1, SCG3",608896,13q12.12,Muscle
2158,254110,71.52,Skeletal Muscle,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2H; LGMD2H","TRIM32, HT2A, LGMD2H, BBS11",602290,9q33.1,Muscle
2159,254130,70.96,Skeletal Muscle,MIYOSHI MUSCULAR DYSTROPHY 1; MMD1,"DYSF, LGMD2B, MMD1",603009,2p13.2,Muscle
2160,254210,15.62,Lung,"MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC; CMS6","CHAT, CMS6",118490,10q11.23,Lung
2161,254210,52.08,Skeletal Muscle,"MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC; CMS6","CHAT, CMS6",118490,10q11.23,Muscle
2162,254600,20.63,Monocytes,MYELOPEROXIDASE DEFICIENCY; MPOD,MPO,606989,17q22,Blood
2163,254600,13.15,Lung,MYELOPEROXIDASE DEFICIENCY; MPOD,MPO,606989,17q22,Lung
2164,254600,10.87,bone marrow,MYELOPEROXIDASE DEFICIENCY; MPOD,MPO,606989,17q22,Bone Marrow
2165,255110,13.72,Heart,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, MYOPATHIC, STRESS-INDUCED","CPT2, IIAE4",600650,1p32.3,Heart
2166,255110,47.14,Skeletal Muscle,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, MYOPATHIC, STRESS-INDUCED","CPT2, IIAE4",600650,1p32.3,Muscle
2167,255120,15.87,Skeletal Muscle,CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY,CPT1A,600528,11q13.3,Muscle
2168,255120,14.15,Heart,CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY,CPT1A,600528,11q13.3,Heart
2169,255120,22.8,Liver,CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY,CPT1A,600528,11q13.3,Liver
2170,255800,11.08,Monocytes,"SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1","HSPG2, PLC, SJS, SJA, SJS1",142461,1p36.12,Blood
2171,255800,14.56,bone marrow,"SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1","HSPG2, PLC, SJS, SJA, SJS1",142461,1p36.12,Bone Marrow
2172,255800,8.05,spinal cord,"SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1","HSPG2, PLC, SJS, SJA, SJS1",142461,1p36.12,Brain
2173,255800,10.89,skin,"SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1","HSPG2, PLC, SJS, SJA, SJS1",142461,1p36.12,Skin
2174,255960,75.05,Heart,"MYXOMA, INTRACARDIAC","PRKAR1A, TSE1, CNC1, CAR, PPNAD1, ACRDYS1",188830,17q24.2,Heart
2175,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,"COX15, CEMCOX2",603646,10q24.2,Brain
2176,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,COX10,602125,17p12,Brain
2177,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,NDUFA12,614530,12q22,Brain
2178,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,FOXRED1,613622,11q24.2,Brain
2179,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,NDUFA2,602137,5q31.3,Brain
2180,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,NDUFA9,603834,12p13.32,Brain
2181,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,"NDUFAF6, C8orf38",612392,8q22.1,Brain
2182,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,NDUFS3,603846,11p11.2,Brain
2183,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,NDUFS8,602141,11q13.2,Brain
2184,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,"BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1",603647,2q35,Brain
2185,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,NDUFA10,603835,2q37.3,Brain
2186,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,"NDUFS4, AQDQ",602694,5q11.2,Brain
2187,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,"NDUFS7, PSST",601825,19p13.3,Brain
2188,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,"SDHA, SDH1, SDHF, CMD1GG, PGL5",600857,5p15.33,Brain
2189,256000,8.06,Medulla Oblongata,LEIGH SYNDROME; LS,"SURF1, CMT4K",185620,9q34.2,Brain
2190,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,"COX15, CEMCOX2",603646,10q24.2,Brain
2191,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,COX10,602125,17p12,Brain
2192,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,NDUFA12,614530,12q22,Brain
2193,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,FOXRED1,613622,11q24.2,Brain
2194,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,NDUFA2,602137,5q31.3,Brain
2195,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,NDUFA9,603834,12p13.32,Brain
2196,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,"NDUFAF6, C8orf38",612392,8q22.1,Brain
2197,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,NDUFS3,603846,11p11.2,Brain
2198,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,NDUFS8,602141,11q13.2,Brain
2199,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,"BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1",603647,2q35,Brain
2200,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,NDUFA10,603835,2q37.3,Brain
2201,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,"NDUFS4, AQDQ",602694,5q11.2,Brain
2202,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,"NDUFS7, PSST",601825,19p13.3,Brain
2203,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,"SDHA, SDH1, SDHF, CMD1GG, PGL5",600857,5p15.33,Brain
2204,256000,8.28,globus pallidus,LEIGH SYNDROME; LS,"SURF1, CMT4K",185620,9q34.2,Brain
2205,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,"COX15, CEMCOX2",603646,10q24.2,Muscle
2206,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,COX10,602125,17p12,Muscle
2207,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,NDUFA12,614530,12q22,Muscle
2208,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,FOXRED1,613622,11q24.2,Muscle
2209,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,NDUFA2,602137,5q31.3,Muscle
2210,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,NDUFA9,603834,12p13.32,Muscle
2211,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,"NDUFAF6, C8orf38",612392,8q22.1,Muscle
2212,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,NDUFS3,603846,11p11.2,Muscle
2213,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,NDUFS8,602141,11q13.2,Muscle
2214,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,"BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1",603647,2q35,Muscle
2215,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,NDUFA10,603835,2q37.3,Muscle
2216,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,"NDUFS4, AQDQ",602694,5q11.2,Muscle
2217,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,"NDUFS7, PSST",601825,19p13.3,Muscle
2218,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,"SDHA, SDH1, SDHF, CMD1GG, PGL5",600857,5p15.33,Muscle
2219,256000,13.66,Skeletal Muscle,LEIGH SYNDROME; LS,"SURF1, CMT4K",185620,9q34.2,Muscle
2220,256000,9.51,Thalamus,LEIGH SYNDROME; LS,"COX15, CEMCOX2",603646,10q24.2,Brain
2221,256000,9.51,Thalamus,LEIGH SYNDROME; LS,COX10,602125,17p12,Brain
2222,256000,9.51,Thalamus,LEIGH SYNDROME; LS,NDUFA12,614530,12q22,Brain
2223,256000,9.51,Thalamus,LEIGH SYNDROME; LS,FOXRED1,613622,11q24.2,Brain
2224,256000,9.51,Thalamus,LEIGH SYNDROME; LS,NDUFA2,602137,5q31.3,Brain
2225,256000,9.51,Thalamus,LEIGH SYNDROME; LS,NDUFA9,603834,12p13.32,Brain
2226,256000,9.51,Thalamus,LEIGH SYNDROME; LS,"NDUFAF6, C8orf38",612392,8q22.1,Brain
2227,256000,9.51,Thalamus,LEIGH SYNDROME; LS,NDUFS3,603846,11p11.2,Brain
2228,256000,9.51,Thalamus,LEIGH SYNDROME; LS,NDUFS8,602141,11q13.2,Brain
2229,256000,9.51,Thalamus,LEIGH SYNDROME; LS,"BCS1L, FLNMS, GRACILE, BJS, PTD, MC3DN1",603647,2q35,Brain
2230,256000,9.51,Thalamus,LEIGH SYNDROME; LS,NDUFA10,603835,2q37.3,Brain
2231,256000,9.51,Thalamus,LEIGH SYNDROME; LS,"NDUFS4, AQDQ",602694,5q11.2,Brain
2232,256000,9.51,Thalamus,LEIGH SYNDROME; LS,"NDUFS7, PSST",601825,19p13.3,Brain
2233,256000,9.51,Thalamus,LEIGH SYNDROME; LS,"SDHA, SDH1, SDHF, CMD1GG, PGL5",600857,5p15.33,Brain
2234,256000,9.51,Thalamus,LEIGH SYNDROME; LS,"SURF1, CMT4K",185620,9q34.2,Brain
2235,256030,80.81,Skeletal Muscle,NEMALINE MYOPATHY 2; NEM2,"NEB, NEM2",161650,2q23.3,Muscle
2236,256100,12.14,Cerebellum Peduncles,NEPHRONOPHTHISIS 1; NPHP1,"NPHP1, NPH1, SLSN1, JBTS4",607100,2q13,Brain
2237,256100,65.57,kidney,NEPHRONOPHTHISIS 1; NPHP1,"NPHP1, NPH1, SLSN1, JBTS4",607100,2q13,Kidney
2238,256100,9.41,cerebellum,NEPHRONOPHTHISIS 1; NPHP1,"NPHP1, NPH1, SLSN1, JBTS4",607100,2q13,Brain
2239,256300,53.41,kidney,"NEPHROTIC SYNDROME, TYPE 1; NPHS1","NPHS1, NPHN",602716,19q13.12,Kidney
2240,256300,10.94,PLACENTA,"NEPHROTIC SYNDROME, TYPE 1; NPHS1","NPHS1, NPHN",602716,19q13.12,
2241,256370,77.2,kidney,"NEPHROTIC SYNDROME, TYPE 4; NPHS4","WT1, NPHS4",607102,11p13,Kidney
2242,256550,8.32,Liver,NEURAMINIDASE DEFICIENCY,"NEU1, NEU, SIAL1",608272,6p21.33,Liver
2243,256730,9.94,skin,"CEROID LIPOFUSCINOSIS, NEURONAL, 1; CLN1","PPT1, CLN1",600722,1p34.2,Skin
2244,256730,8.01,Thalamus,"CEROID LIPOFUSCINOSIS, NEURONAL, 1; CLN1","PPT1, CLN1",600722,1p34.2,Brain
2245,256730,14.52,cerebellum,"CEROID LIPOFUSCINOSIS, NEURONAL, 1; CLN1","PPT1, CLN1",600722,1p34.2,Brain
2246,256800,15.59,skin,"INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA","NTRK1, TRKA, MTC",191315,1q23.1,Skin
2247,256800,20.34,TONGUE,"INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA","NTRK1, TRKA, MTC",191315,1q23.1,
2248,256800,13.16,spinal cord,"INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA","NTRK1, TRKA, MTC",191315,1q23.1,Brain
2249,256800,15.42,dorsal root ganglion,"INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA","NTRK1, TRKA, MTC",191315,1q23.1,Brain
2250,256850,20.73,skin,"GIANT AXONAL NEUROPATHY 1, AUTOSOMAL RECESSIVE; GAN1","GAN, GAN1",605379,16q23.2,Skin
2251,256850,9.66,cerebellum,"GIANT AXONAL NEUROPATHY 1, AUTOSOMAL RECESSIVE; GAN1","GAN, GAN1",605379,16q23.2,Brain
2252,256850,30.74,spinal cord,"GIANT AXONAL NEUROPATHY 1, AUTOSOMAL RECESSIVE; GAN1","GAN, GAN1",605379,16q23.2,Brain
2253,256850,12.04,dorsal root ganglion,"GIANT AXONAL NEUROPATHY 1, AUTOSOMAL RECESSIVE; GAN1","GAN, GAN1",605379,16q23.2,Brain
2254,257200,14.25,bone marrow,"NIEMANN-PICK DISEASE, TYPE A","SMPD1, NPD",607608,11p15.4,Bone Marrow
2255,257200,8.31,skin,"NIEMANN-PICK DISEASE, TYPE A","SMPD1, NPD",607608,11p15.4,Skin
2256,257200,8.37,Monocytes,"NIEMANN-PICK DISEASE, TYPE A","SMPD1, NPD",607608,11p15.4,Blood
2257,257200,13.05,Liver,"NIEMANN-PICK DISEASE, TYPE A","SMPD1, NPD",607608,11p15.4,Liver
2258,257200,8.14,cerebellum,"NIEMANN-PICK DISEASE, TYPE A","SMPD1, NPD",607608,11p15.4,Brain
2259,257220,8.42,skin,"NIEMANN-PICK DISEASE, TYPE C1; NPC1","NPC1, NPC",607623,18q11.2,Skin
2260,257220,8.29,cerebellum,"NIEMANN-PICK DISEASE, TYPE C1; NPC1","NPC1, NPC",607623,18q11.2,Brain
2261,257220,13.23,Liver,"NIEMANN-PICK DISEASE, TYPE C1; NPC1","NPC1, NPC",607623,18q11.2,Liver
2262,257220,8.45,Monocytes,"NIEMANN-PICK DISEASE, TYPE C1; NPC1","NPC1, NPC",607623,18q11.2,Blood
2263,257220,14.45,bone marrow,"NIEMANN-PICK DISEASE, TYPE C1; NPC1","NPC1, NPC",607623,18q11.2,Bone Marrow
2264,257320,17.77,Heart,LISSENCEPHALY 2; LIS2,"RELN, RL, LIS2, ETL7",600514,7q22.1,Heart
2265,257320,66.46,cerebellum,LISSENCEPHALY 2; LIS2,"RELN, RL, LIS2, ETL7",600514,7q22.1,Brain
2266,257320,15.77,fetal brain,LISSENCEPHALY 2; LIS2,"RELN, RL, LIS2, ETL7",600514,7q22.1,
2267,259420,9.39,Heart,"OSTEOGENESIS IMPERFECTA, TYPE III; OI3","COL1A1, OI1, OI2, OI3, OI4, EDSARTH1",120150,17q21.33,Heart
2268,259420,9.39,Heart,"OSTEOGENESIS IMPERFECTA, TYPE III; OI3","COL1A2, EDSCV, EDSARTH2",120160,7q21.3,Heart
2269,259420,10.6,bone marrow,"OSTEOGENESIS IMPERFECTA, TYPE III; OI3","COL1A1, OI1, OI2, OI3, OI4, EDSARTH1",120150,17q21.33,Bone Marrow
2270,259420,10.6,bone marrow,"OSTEOGENESIS IMPERFECTA, TYPE III; OI3","COL1A2, EDSCV, EDSARTH2",120160,7q21.3,Bone Marrow
2271,259420,36.4,skin,"OSTEOGENESIS IMPERFECTA, TYPE III; OI3","COL1A1, OI1, OI2, OI3, OI4, EDSARTH1",120150,17q21.33,Skin
2272,259420,36.4,skin,"OSTEOGENESIS IMPERFECTA, TYPE III; OI3","COL1A2, EDSCV, EDSARTH2",120160,7q21.3,Skin
2273,259500,9.79,bone marrow,OSTEOGENIC SARCOMA,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Bone Marrow
2274,259500,9.79,bone marrow,OSTEOGENIC SARCOMA,"CHEK2, RAD53, CHK2, CDS1, LFS2",604373,22q12.1,Bone Marrow
2275,259500,9.79,bone marrow,OSTEOGENIC SARCOMA,RB1,614041,13q14.2,Bone Marrow
2276,259500,20.36,Lung,OSTEOGENIC SARCOMA,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Lung
2277,259500,20.36,Lung,OSTEOGENIC SARCOMA,"CHEK2, RAD53, CHK2, CDS1, LFS2",604373,22q12.1,Lung
2278,259500,20.36,Lung,OSTEOGENIC SARCOMA,RB1,614041,13q14.2,Lung
2279,259700,31.06,Monocytes,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1; OPTB1","TCIRG1, TIRC7, OC116, OPTB1",604592,11q13.2,Blood
2280,259700,42.66,bone marrow,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 1; OPTB1","TCIRG1, TIRC7, OC116, OPTB1",604592,11q13.2,Bone Marrow
2281,259770,35.14,skin,OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4, PCLD4",603506,11q13.2,Skin
2282,259770,31.02,Monocytes,OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4, PCLD4",603506,11q13.2,Blood
2283,259770,12.46,Colorectal Adenocarcinoma,OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4, PCLD4",603506,11q13.2,
2284,259770,14.82,bone marrow,OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4, PCLD4",603506,11q13.2,Bone Marrow
2285,259900,50.29,kidney,"HYPEROXALURIA, PRIMARY, TYPE I; HP1","AGXT, SPAT",604285,2q37.3,Kidney
2286,259900,22.91,Liver,"HYPEROXALURIA, PRIMARY, TYPE I; HP1","AGXT, SPAT",604285,2q37.3,Liver
2287,260000,22.59,Liver,"HYPEROXALURIA, PRIMARY, TYPE II; HP2","GRHPR, GLXR",604296,9p13.2,Liver
2288,260000,50.97,kidney,"HYPEROXALURIA, PRIMARY, TYPE II; HP2","GRHPR, GLXR",604296,9p13.2,Kidney
2289,260350,8.12,Liver,PANCREATIC CANCER,"STK11, PJS, LKB1",602216,19p13.3,Liver
2290,260350,8.12,Liver,PANCREATIC CANCER,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Liver
2291,260350,8.12,Liver,PANCREATIC CANCER,"SMAD4, MADH4, DPC4, JIP, MYHRS",600993,18q21.2,Liver
2292,260350,8.12,Liver,PANCREATIC CANCER,"KRAS, KRAS2, RASK2, NS, CFC2, RALD",190070,12p12.1,Liver
2293,260350,53.88,Pancreas,PANCREATIC CANCER,"STK11, PJS, LKB1",602216,19p13.3,Pancreas
2294,260350,53.88,Pancreas,PANCREATIC CANCER,"TP53, P53, LFS1 , BCC7",191170,17p13.1,Pancreas
2295,260350,53.88,Pancreas,PANCREATIC CANCER,"SMAD4, MADH4, DPC4, JIP, MYHRS",600993,18q21.2,Pancreas
2296,260350,53.88,Pancreas,PANCREATIC CANCER,"KRAS, KRAS2, RASK2, NS, CFC2, RALD",190070,12p12.1,Pancreas
2297,260370,58.16,Pancreas,PANCREATIC AGENESIS 1; PAGEN1,"PDX1, IPF1, MODY4, PAGEN1",600733,13q12.2,Pancreas
2298,260370,8.18,Pancreatic Islets,PANCREATIC AGENESIS 1; PAGEN1,"PDX1, IPF1, MODY4, PAGEN1",600733,13q12.2,Pancreas
